0.05, 1, 2 , 0
0.05, 1, 3 , 4
0.05, 1, 4 , 4
0.05, 1, 5 , 4
0.05, 1, 6 , 4
0.05, 1, 7 , 4
0.05, 1, 8 , 4
0.05, 1, 9 , 4
0.05, 1, 10 , 4
0.05, 1, 11 , 4
0.05, 1, 12 , 4
0.05, 1, 13 , 4
0.05, 1, 14 , 4
0.05, 1, 15 , 4
0.05, 1, 16 , 4
0.05, 1, 17 , 4
0.05, 2, 3 , 6
0.05, 2, 4 , 6
0.05, 2, 5 , 6
0.05, 2, 6 , 6
0.05, 2, 7 , 6
0.05, 2, 8 , 6
0.05, 2, 9 , 6
0.05, 2, 10 , 6
0.05, 2, 11 , 6
0.05, 2, 12 , 6
0.05, 2, 13 , 6
0.05, 2, 14 , 6
0.05, 2, 15 , 6
0.05, 2, 16 , 6
0.05, 2, 17 , 6
0.05, 3, 4 , 8
0.05, 3, 5 , 8
0.05, 3, 6 , 8
0.05, 3, 7 , 8
0.05, 3, 8 , 8
0.05, 3, 9 , 8
0.05, 3, 10 , 8
0.05, 3, 11 , 8
0.05, 3, 12 , 8
0.05, 3, 13 , 8
0.05, 3, 14 , 8
0.05, 3, 15 , 8
0.05, 3, 16 , 8
0.05, 3, 17 , 8
0.05, 4, 5 , 16
0.05, 4, 6 , 16
0.05, 4, 7 , 16
0.05, 4, 8 , 16
0.05, 4, 9 , 16
0.05, 4, 10 , 16
0.05, 4, 11 , 16
0.05, 4, 12 , 16
0.05, 4, 13 , 16
0.05, 4, 14 , 16
0.05, 4, 15 , 16
0.05, 4, 16 , 16
0.05, 4, 17 , 16
0.05, 5, 6 , 19
0.05, 5, 7 , 19
0.05, 5, 8 , 19
0.05, 5, 9 , 19
0.05, 5, 10 , 19
0.05, 5, 11 , 19
0.05, 5, 12 , 19
0.05, 5, 13 , 19
0.05, 5, 14 , 19
0.05, 5, 15 , 19
0.05, 5, 16 , 19
0.05, 5, 17 , 19
0.05, 6, 7 , 21
0.05, 6, 8 , 21
0.05, 6, 9 , 21
0.05, 6, 10 , 21
0.05, 6, 11 , 21
0.05, 6, 12 , 21
0.05, 6, 13 , 21
0.05, 6, 14 , 21
0.05, 6, 15 , 21
0.05, 6, 16 , 21
0.05, 6, 17 , 21
0.05, 7, 8 , 26
0.05, 7, 9 , 27
0.05, 7, 10 , 27
0.05, 7, 11 , 27
0.05, 7, 12 , 27
0.05, 7, 13 , 27
0.05, 7, 14 , 27
0.05, 7, 15 , 27
0.05, 7, 16 , 27
0.05, 7, 17 , 27
0.05, 8, 9 , 32
0.05, 8, 10 , 32
0.05, 8, 11 , 32
0.05, 8, 12 , 32
0.05, 8, 13 , 32
0.05, 8, 14 , 32
0.05, 8, 15 , 32
0.05, 8, 16 , 32
0.05, 8, 17 , 32
0.05, 9, 10 , 50
0.05, 9, 11 , 50
0.05, 9, 12 , 50
0.05, 9, 13 , 50
0.05, 9, 14 , 50
0.05, 9, 15 , 50
0.05, 9, 16 , 50
0.05, 9, 17 , 50
0.05, 10, 11 , 53
0.05, 10, 12 , 61
0.05, 10, 13 , 61
0.05, 10, 14 , 61
0.05, 10, 15 , 61
0.05, 10, 16 , 61
0.05, 10, 17 , 61
0.05, 11, 12 , 53
0.05, 11, 13 , 53
0.05, 11, 14 , 53
0.05, 11, 15 , 53
0.05, 11, 16 , 53
0.05, 11, 17 , 53
0.05, 12, 13 , 59
0.05, 12, 14 , 59
0.05, 12, 15 , 59
0.05, 12, 16 , 59
0.05, 12, 17 , 59
0.05, 13, 14 , 64
0.05, 13, 15 , 64
0.05, 13, 16 , 64
0.05, 13, 17 , 64
0.05, 14, 15 , 74
0.05, 14, 16 , 75
0.05, 14, 17 , 72
0.05, 15, 16 , 74
0.05, 15, 17 , 75
0.05, 16, 17 , 74
0.1, 1, 2 , 4
0.1, 1, 3 , 4
0.1, 1, 4 , 4
0.1, 1, 5 , 4
0.1, 1, 6 , 4
0.1, 1, 7 , 4
0.1, 1, 8 , 4
0.1, 1, 9 , 4
0.1, 1, 10 , 4
0.1, 1, 11 , 4
0.1, 1, 12 , 4
0.1, 1, 13 , 4
0.1, 1, 14 , 4
0.1, 1, 15 , 4
0.1, 1, 16 , 4
0.1, 1, 17 , 4
0.1, 2, 3 , 7
0.1, 2, 4 , 8
0.1, 2, 5 , 8
0.1, 2, 6 , 8
0.1, 2, 7 , 8
0.1, 2, 8 , 8
0.1, 2, 9 , 8
0.1, 2, 10 , 8
0.1, 2, 11 , 8
0.1, 2, 12 , 8
0.1, 2, 13 , 8
0.1, 2, 14 , 8
0.1, 2, 15 , 8
0.1, 2, 16 , 8
0.1, 2, 17 , 8
0.1, 3, 4 , 10
0.1, 3, 5 , 10
0.1, 3, 6 , 10
0.1, 3, 7 , 10
0.1, 3, 8 , 10
0.1, 3, 9 , 10
0.1, 3, 10 , 10
0.1, 3, 11 , 10
0.1, 3, 12 , 10
0.1, 3, 13 , 10
0.1, 3, 14 , 10
0.1, 3, 15 , 10
0.1, 3, 16 , 10
0.1, 3, 17 , 10
0.1, 4, 5 , 16
0.1, 4, 6 , 16
0.1, 4, 7 , 16
0.1, 4, 8 , 16
0.1, 4, 9 , 16
0.1, 4, 10 , 16
0.1, 4, 11 , 16
0.1, 4, 12 , 16
0.1, 4, 13 , 16
0.1, 4, 14 , 16
0.1, 4, 15 , 16
0.1, 4, 16 , 16
0.1, 4, 17 , 16
0.1, 5, 6 , 19
0.1, 5, 7 , 20
0.1, 5, 8 , 20
0.1, 5, 9 , 20
0.1, 5, 10 , 20
0.1, 5, 11 , 20
0.1, 5, 12 , 20
0.1, 5, 13 , 20
0.1, 5, 14 , 20
0.1, 5, 15 , 20
0.1, 5, 16 , 20
0.1, 5, 17 , 20
0.1, 6, 7 , 23
0.1, 6, 8 , 23
0.1, 6, 9 , 23
0.1, 6, 10 , 23
0.1, 6, 11 , 23
0.1, 6, 12 , 23
0.1, 6, 13 , 23
0.1, 6, 14 , 23
0.1, 6, 15 , 23
0.1, 6, 16 , 23
0.1, 6, 17 , 23
0.1, 7, 8 , 27
0.1, 7, 9 , 27
0.1, 7, 10 , 27
0.1, 7, 11 , 27
0.1, 7, 12 , 27
0.1, 7, 13 , 27
0.1, 7, 14 , 27
0.1, 7, 15 , 27
0.1, 7, 16 , 27
0.1, 7, 17 , 27
0.1, 8, 9 , 32
0.1, 8, 10 , 32
0.1, 8, 11 , 32
0.1, 8, 12 , 32
0.1, 8, 13 , 32
0.1, 8, 14 , 32
0.1, 8, 15 , 32
0.1, 8, 16 , 32
0.1, 8, 17 , 32
0.1, 9, 10 , 52
0.1, 9, 11 , 52
0.1, 9, 12 , 52
0.1, 9, 13 , 52
0.1, 9, 14 , 52
0.1, 9, 15 , 52
0.1, 9, 16 , 52
0.1, 9, 17 , 52
0.1, 10, 11 , 56
0.1, 10, 12 , 61
0.1, 10, 13 , 62
0.1, 10, 14 , 62
0.1, 10, 15 , 62
0.1, 10, 16 , 62
0.1, 10, 17 , 62
0.1, 11, 12 , 56
0.1, 11, 13 , 56
0.1, 11, 14 , 56
0.1, 11, 15 , 56
0.1, 11, 16 , 56
0.1, 11, 17 , 56
0.1, 12, 13 , 61
0.1, 12, 14 , 61
0.1, 12, 15 , 61
0.1, 12, 16 , 61
0.1, 12, 17 , 61
0.1, 13, 14 , 64
0.1, 13, 15 , 64
0.1, 13, 16 , 64
0.1, 13, 17 , 64
0.1, 14, 15 , 74
0.1, 14, 16 , 77
0.1, 14, 17 , 74
0.1, 15, 16 , 75
0.1, 15, 17 , 76
0.1, 16, 17 , 74
0.15, 1, 2 , 6
0.15, 1, 3 , 6
0.15, 1, 4 , 6
0.15, 1, 5 , 6
0.15, 1, 6 , 6
0.15, 1, 7 , 6
0.15, 1, 8 , 6
0.15, 1, 9 , 6
0.15, 1, 10 , 6
0.15, 1, 11 , 6
0.15, 1, 12 , 6
0.15, 1, 13 , 6
0.15, 1, 14 , 6
0.15, 1, 15 , 6
0.15, 1, 16 , 6
0.15, 1, 17 , 6
0.15, 2, 3 , 8
0.15, 2, 4 , 8
0.15, 2, 5 , 8
0.15, 2, 6 , 8
0.15, 2, 7 , 8
0.15, 2, 8 , 8
0.15, 2, 9 , 8
0.15, 2, 10 , 8
0.15, 2, 11 , 8
0.15, 2, 12 , 8
0.15, 2, 13 , 8
0.15, 2, 14 , 8
0.15, 2, 15 , 8
0.15, 2, 16 , 8
0.15, 2, 17 , 8
0.15, 3, 4 , 11
0.15, 3, 5 , 11
0.15, 3, 6 , 11
0.15, 3, 7 , 11
0.15, 3, 8 , 11
0.15, 3, 9 , 11
0.15, 3, 10 , 11
0.15, 3, 11 , 11
0.15, 3, 12 , 11
0.15, 3, 13 , 11
0.15, 3, 14 , 11
0.15, 3, 15 , 11
0.15, 3, 16 , 11
0.15, 3, 17 , 11
0.15, 4, 5 , 19
0.15, 4, 6 , 19
0.15, 4, 7 , 19
0.15, 4, 8 , 19
0.15, 4, 9 , 19
0.15, 4, 10 , 19
0.15, 4, 11 , 19
0.15, 4, 12 , 19
0.15, 4, 13 , 19
0.15, 4, 14 , 19
0.15, 4, 15 , 19
0.15, 4, 16 , 19
0.15, 4, 17 , 19
0.15, 5, 6 , 21
0.15, 5, 7 , 21
0.15, 5, 8 , 21
0.15, 5, 9 , 21
0.15, 5, 10 , 21
0.15, 5, 11 , 21
0.15, 5, 12 , 21
0.15, 5, 13 , 21
0.15, 5, 14 , 21
0.15, 5, 15 , 21
0.15, 5, 16 , 21
0.15, 5, 17 , 21
0.15, 6, 7 , 23
0.15, 6, 8 , 23
0.15, 6, 9 , 23
0.15, 6, 10 , 23
0.15, 6, 11 , 23
0.15, 6, 12 , 23
0.15, 6, 13 , 23
0.15, 6, 14 , 23
0.15, 6, 15 , 23
0.15, 6, 16 , 23
0.15, 6, 17 , 23
0.15, 7, 8 , 29
0.15, 7, 9 , 29
0.15, 7, 10 , 29
0.15, 7, 11 , 29
0.15, 7, 12 , 29
0.15, 7, 13 , 29
0.15, 7, 14 , 29
0.15, 7, 15 , 29
0.15, 7, 16 , 29
0.15, 7, 17 , 29
0.15, 8, 9 , 34
0.15, 8, 10 , 34
0.15, 8, 11 , 34
0.15, 8, 12 , 34
0.15, 8, 13 , 34
0.15, 8, 14 , 34
0.15, 8, 15 , 34
0.15, 8, 16 , 34
0.15, 8, 17 , 34
0.15, 9, 10 , 52
0.15, 9, 11 , 52
0.15, 9, 12 , 52
0.15, 9, 13 , 52
0.15, 9, 14 , 52
0.15, 9, 15 , 52
0.15, 9, 16 , 52
0.15, 9, 17 , 52
0.15, 10, 11 , 58
0.15, 10, 12 , 63
0.15, 10, 13 , 62
0.15, 10, 14 , 63
0.15, 10, 15 , 63
0.15, 10, 16 , 63
0.15, 10, 17 , 63
0.15, 11, 12 , 58
0.15, 11, 13 , 58
0.15, 11, 14 , 58
0.15, 11, 15 , 58
0.15, 11, 16 , 58
0.15, 11, 17 , 58
0.15, 12, 13 , 61
0.15, 12, 14 , 61
0.15, 12, 15 , 61
0.15, 12, 16 , 61
0.15, 12, 17 , 61
0.15, 13, 14 , 74
0.15, 13, 15 , 76
0.15, 13, 16 , 75
0.15, 13, 17 , 79
0.15, 14, 15 , 75
0.15, 14, 16 , 77
0.15, 14, 17 , 74
0.15, 15, 16 , 75
0.15, 15, 17 , 76
0.15, 16, 17 , 75
0.2, 1, 2 , 6
0.2, 1, 3 , 6
0.2, 1, 4 , 6
0.2, 1, 5 , 6
0.2, 1, 6 , 6
0.2, 1, 7 , 6
0.2, 1, 8 , 6
0.2, 1, 9 , 6
0.2, 1, 10 , 6
0.2, 1, 11 , 6
0.2, 1, 12 , 6
0.2, 1, 13 , 6
0.2, 1, 14 , 6
0.2, 1, 15 , 6
0.2, 1, 16 , 6
0.2, 1, 17 , 6
0.2, 2, 3 , 8
0.2, 2, 4 , 8
0.2, 2, 5 , 8
0.2, 2, 6 , 8
0.2, 2, 7 , 8
0.2, 2, 8 , 8
0.2, 2, 9 , 8
0.2, 2, 10 , 8
0.2, 2, 11 , 8
0.2, 2, 12 , 8
0.2, 2, 13 , 8
0.2, 2, 14 , 8
0.2, 2, 15 , 8
0.2, 2, 16 , 8
0.2, 2, 17 , 8
0.2, 3, 4 , 11
0.2, 3, 5 , 11
0.2, 3, 6 , 11
0.2, 3, 7 , 11
0.2, 3, 8 , 11
0.2, 3, 9 , 11
0.2, 3, 10 , 11
0.2, 3, 11 , 11
0.2, 3, 12 , 11
0.2, 3, 13 , 11
0.2, 3, 14 , 11
0.2, 3, 15 , 11
0.2, 3, 16 , 11
0.2, 3, 17 , 11
0.2, 4, 5 , 19
0.2, 4, 6 , 19
0.2, 4, 7 , 19
0.2, 4, 8 , 19
0.2, 4, 9 , 19
0.2, 4, 10 , 19
0.2, 4, 11 , 19
0.2, 4, 12 , 19
0.2, 4, 13 , 19
0.2, 4, 14 , 19
0.2, 4, 15 , 19
0.2, 4, 16 , 19
0.2, 4, 17 , 19
0.2, 5, 6 , 21
0.2, 5, 7 , 21
0.2, 5, 8 , 21
0.2, 5, 9 , 21
0.2, 5, 10 , 21
0.2, 5, 11 , 21
0.2, 5, 12 , 21
0.2, 5, 13 , 21
0.2, 5, 14 , 21
0.2, 5, 15 , 21
0.2, 5, 16 , 21
0.2, 5, 17 , 21
0.2, 6, 7 , 23
0.2, 6, 8 , 23
0.2, 6, 9 , 23
0.2, 6, 10 , 23
0.2, 6, 11 , 23
0.2, 6, 12 , 23
0.2, 6, 13 , 23
0.2, 6, 14 , 23
0.2, 6, 15 , 23
0.2, 6, 16 , 23
0.2, 6, 17 , 23
0.2, 7, 8 , 29
0.2, 7, 9 , 29
0.2, 7, 10 , 29
0.2, 7, 11 , 29
0.2, 7, 12 , 29
0.2, 7, 13 , 29
0.2, 7, 14 , 29
0.2, 7, 15 , 29
0.2, 7, 16 , 29
0.2, 7, 17 , 29
0.2, 8, 9 , 34
0.2, 8, 10 , 34
0.2, 8, 11 , 34
0.2, 8, 12 , 34
0.2, 8, 13 , 34
0.2, 8, 14 , 34
0.2, 8, 15 , 34
0.2, 8, 16 , 34
0.2, 8, 17 , 34
0.2, 9, 10 , 52
0.2, 9, 11 , 52
0.2, 9, 12 , 52
0.2, 9, 13 , 52
0.2, 9, 14 , 52
0.2, 9, 15 , 52
0.2, 9, 16 , 52
0.2, 9, 17 , 52
0.2, 10, 11 , 58
0.2, 10, 12 , 63
0.2, 10, 13 , 63
0.2, 10, 14 , 63
0.2, 10, 15 , 63
0.2, 10, 16 , 63
0.2, 10, 17 , 63
0.2, 11, 12 , 58
0.2, 11, 13 , 58
0.2, 11, 14 , 58
0.2, 11, 15 , 58
0.2, 11, 16 , 58
0.2, 11, 17 , 58
0.2, 12, 13 , 61
0.2, 12, 14 , 62
0.2, 12, 15 , 62
0.2, 12, 16 , 62
0.2, 12, 17 , 62
0.2, 13, 14 , 75
0.2, 13, 15 , 76
0.2, 13, 16 , 75
0.2, 13, 17 , 79
0.2, 14, 15 , 75
0.2, 14, 16 , 78
