0.05, 1, 2 , 0
0.05, 1, 3 , 4
0.05, 1, 4 , 4
0.05, 1, 5 , 4
0.05, 1, 6 , 4
0.05, 1, 7 , 4
0.05, 1, 8 , 4
0.05, 1, 9 , 4
0.05, 1, 10 , 4
0.05, 1, 11 , 4
0.05, 1, 12 , 4
0.05, 1, 13 , 4
0.05, 1, 14 , 4
0.05, 1, 15 , 4
0.05, 1, 16 , 4
0.05, 1, 17 , 4
0.05, 2, 3 , 6
0.05, 2, 4 , 6
0.05, 2, 5 , 6
0.05, 2, 6 , 6
0.05, 2, 7 , 6
0.05, 2, 8 , 6
0.05, 2, 9 , 6
0.05, 2, 10 , 6
0.05, 2, 11 , 6
0.05, 2, 12 , 6
0.05, 2, 13 , 6
0.05, 2, 14 , 6
0.05, 2, 15 , 6
0.05, 2, 16 , 6
0.05, 2, 17 , 6
0.05, 3, 4 , 13
0.05, 3, 5 , 13
0.05, 3, 6 , 13
0.05, 3, 7 , 13
0.05, 3, 8 , 13
0.05, 3, 9 , 13
0.05, 3, 10 , 13
0.05, 3, 11 , 13
0.05, 3, 12 , 13
0.05, 3, 13 , 13
0.05, 3, 14 , 13
0.05, 3, 15 , 13
0.05, 3, 16 , 13
0.05, 3, 17 , 13
0.05, 4, 5 , 15
0.05, 4, 6 , 15
0.05, 4, 7 , 15
0.05, 4, 8 , 15
0.05, 4, 9 , 15
0.05, 4, 10 , 15
0.05, 4, 11 , 15
0.05, 4, 12 , 15
0.05, 4, 13 , 15
0.05, 4, 14 , 15
0.05, 4, 15 , 15
0.05, 4, 16 , 15
0.05, 4, 17 , 15
0.05, 5, 6 , 26
0.05, 5, 7 , 27
0.05, 5, 8 , 27
0.05, 5, 9 , 27
0.05, 5, 10 , 27
0.05, 5, 11 , 27
0.05, 5, 12 , 27
0.05, 5, 13 , 27
0.05, 5, 14 , 27
0.05, 5, 15 , 27
0.05, 5, 16 , 27
0.05, 5, 17 , 27
0.05, 6, 7 , 31
0.05, 6, 8 , 31
0.05, 6, 9 , 31
0.05, 6, 10 , 31
0.05, 6, 11 , 31
0.05, 6, 12 , 31
0.05, 6, 13 , 31
0.05, 6, 14 , 31
0.05, 6, 15 , 31
0.05, 6, 16 , 31
0.05, 6, 17 , 31
0.05, 7, 8 , 34
0.05, 7, 9 , 34
0.05, 7, 10 , 34
0.05, 7, 11 , 34
0.05, 7, 12 , 34
0.05, 7, 13 , 34
0.05, 7, 14 , 34
0.05, 7, 15 , 34
0.05, 7, 16 , 34
0.05, 7, 17 , 34
0.05, 8, 9 , 39
0.05, 8, 10 , 39
0.05, 8, 11 , 39
0.05, 8, 12 , 39
0.05, 8, 13 , 39
0.05, 8, 14 , 39
0.05, 8, 15 , 39
0.05, 8, 16 , 39
0.05, 8, 17 , 39
0.05, 9, 10 , 42
0.05, 9, 11 , 42
0.05, 9, 12 , 42
0.05, 9, 13 , 42
0.05, 9, 14 , 42
0.05, 9, 15 , 42
0.05, 9, 16 , 42
0.05, 9, 17 , 42
0.05, 10, 11 , 44
0.05, 10, 12 , 44
0.05, 10, 13 , 44
0.05, 10, 14 , 44
0.05, 10, 15 , 44
0.05, 10, 16 , 44
0.05, 10, 17 , 44
0.05, 11, 12 , 47
0.05, 11, 13 , 47
0.05, 11, 14 , 47
0.05, 11, 15 , 47
0.05, 11, 16 , 47
0.05, 11, 17 , 47
0.05, 12, 13 , 53
0.05, 12, 14 , 53
0.05, 12, 15 , 53
0.05, 12, 16 , 53
0.05, 12, 17 , 53
0.05, 13, 14 , 58
0.05, 13, 15 , 58
0.05, 13, 16 , 57
0.05, 13, 17 , 57
0.05, 14, 15 , 60
0.05, 14, 16 , 60
0.05, 14, 17 , 60
0.05, 15, 16 , 62
0.05, 15, 17 , 62
0.05, 16, 17 , 68
0.1, 1, 2 , 4
0.1, 1, 3 , 6
0.1, 1, 4 , 6
0.1, 1, 5 , 6
0.1, 1, 6 , 6
0.1, 1, 7 , 6
0.1, 1, 8 , 6
0.1, 1, 9 , 6
0.1, 1, 10 , 6
0.1, 1, 11 , 6
0.1, 1, 12 , 6
0.1, 1, 13 , 6
0.1, 1, 14 , 6
0.1, 1, 15 , 6
0.1, 1, 16 , 6
0.1, 1, 17 , 6
0.1, 2, 3 , 8
0.1, 2, 4 , 8
0.1, 2, 5 , 8
0.1, 2, 6 , 8
0.1, 2, 7 , 8
0.1, 2, 8 , 8
0.1, 2, 9 , 8
0.1, 2, 10 , 8
0.1, 2, 11 , 8
0.1, 2, 12 , 8
0.1, 2, 13 , 8
0.1, 2, 14 , 8
0.1, 2, 15 , 8
0.1, 2, 16 , 8
0.1, 2, 17 , 8
0.1, 3, 4 , 15
0.1, 3, 5 , 15
0.1, 3, 6 , 15
0.1, 3, 7 , 15
0.1, 3, 8 , 15
0.1, 3, 9 , 15
0.1, 3, 10 , 15
0.1, 3, 11 , 15
0.1, 3, 12 , 15
0.1, 3, 13 , 15
0.1, 3, 14 , 15
0.1, 3, 15 , 15
0.1, 3, 16 , 15
0.1, 3, 17 , 15
0.1, 4, 5 , 18
0.1, 4, 6 , 18
0.1, 4, 7 , 18
0.1, 4, 8 , 18
0.1, 4, 9 , 18
0.1, 4, 10 , 18
0.1, 4, 11 , 18
0.1, 4, 12 , 18
0.1, 4, 13 , 18
0.1, 4, 14 , 18
0.1, 4, 15 , 18
0.1, 4, 16 , 18
0.1, 4, 17 , 18
0.1, 5, 6 , 27
0.1, 5, 7 , 27
0.1, 5, 8 , 27
0.1, 5, 9 , 27
0.1, 5, 10 , 27
0.1, 5, 11 , 27
0.1, 5, 12 , 27
0.1, 5, 13 , 27
0.1, 5, 14 , 27
0.1, 5, 15 , 27
0.1, 5, 16 , 27
0.1, 5, 17 , 27
0.1, 6, 7 , 32
0.1, 6, 8 , 32
0.1, 6, 9 , 32
0.1, 6, 10 , 32
0.1, 6, 11 , 32
0.1, 6, 12 , 32
0.1, 6, 13 , 32
0.1, 6, 14 , 32
0.1, 6, 15 , 32
0.1, 6, 16 , 32
0.1, 6, 17 , 32
0.1, 7, 8 , 35
0.1, 7, 9 , 35
0.1, 7, 10 , 35
0.1, 7, 11 , 35
0.1, 7, 12 , 35
0.1, 7, 13 , 35
0.1, 7, 14 , 35
0.1, 7, 15 , 35
0.1, 7, 16 , 35
0.1, 7, 17 , 35
0.1, 8, 9 , 40
0.1, 8, 10 , 40
0.1, 8, 11 , 40
0.1, 8, 12 , 40
0.1, 8, 13 , 40
0.1, 8, 14 , 40
0.1, 8, 15 , 40
0.1, 8, 16 , 40
0.1, 8, 17 , 40
0.1, 9, 10 , 44
0.1, 9, 11 , 44
0.1, 9, 12 , 44
0.1, 9, 13 , 44
0.1, 9, 14 , 44
0.1, 9, 15 , 44
0.1, 9, 16 , 44
0.1, 9, 17 , 44
0.1, 10, 11 , 45
0.1, 10, 12 , 46
0.1, 10, 13 , 46
0.1, 10, 14 , 46
0.1, 10, 15 , 46
0.1, 10, 16 , 46
0.1, 10, 17 , 46
0.1, 11, 12 , 49
0.1, 11, 13 , 49
0.1, 11, 14 , 49
0.1, 11, 15 , 49
0.1, 11, 16 , 49
0.1, 11, 17 , 49
0.1, 12, 13 , 54
0.1, 12, 14 , 54
0.1, 12, 15 , 54
0.1, 12, 16 , 54
0.1, 12, 17 , 54
0.1, 13, 14 , 58
0.1, 13, 15 , 58
0.1, 13, 16 , 58
0.1, 13, 17 , 58
0.1, 14, 15 , 60
0.1, 14, 16 , 60
0.1, 14, 17 , 60
0.1, 15, 16 , 62
0.1, 15, 17 , 62
0.1, 16, 17 , 69
0.15, 1, 2 , 6
0.15, 1, 3 , 8
0.15, 1, 4 , 8
0.15, 1, 5 , 8
0.15, 1, 6 , 8
0.15, 1, 7 , 8
0.15, 1, 8 , 8
0.15, 1, 9 , 8
0.15, 1, 10 , 8
0.15, 1, 11 , 8
0.15, 1, 12 , 8
0.15, 1, 13 , 8
0.15, 1, 14 , 8
0.15, 1, 15 , 8
0.15, 1, 16 , 8
0.15, 1, 17 , 8
0.15, 2, 3 , 9
0.15, 2, 4 , 9
0.15, 2, 5 , 9
0.15, 2, 6 , 9
0.15, 2, 7 , 9
0.15, 2, 8 , 9
0.15, 2, 9 , 9
0.15, 2, 10 , 9
0.15, 2, 11 , 9
0.15, 2, 12 , 9
0.15, 2, 13 , 9
0.15, 2, 14 , 9
0.15, 2, 15 , 9
0.15, 2, 16 , 9
0.15, 2, 17 , 9
0.15, 3, 4 , 15
0.15, 3, 5 , 15
0.15, 3, 6 , 15
0.15, 3, 7 , 15
0.15, 3, 8 , 15
0.15, 3, 9 , 15
0.15, 3, 10 , 15
0.15, 3, 11 , 15
0.15, 3, 12 , 15
0.15, 3, 13 , 15
0.15, 3, 14 , 15
0.15, 3, 15 , 15
0.15, 3, 16 , 15
0.15, 3, 17 , 15
0.15, 4, 5 , 18
0.15, 4, 6 , 18
0.15, 4, 7 , 18
0.15, 4, 8 , 18
0.15, 4, 9 , 18
0.15, 4, 10 , 18
0.15, 4, 11 , 18
0.15, 4, 12 , 18
0.15, 4, 13 , 18
0.15, 4, 14 , 18
0.15, 4, 15 , 18
0.15, 4, 16 , 18
0.15, 4, 17 , 18
0.15, 5, 6 , 29
0.15, 5, 7 , 29
0.15, 5, 8 , 29
0.15, 5, 9 , 29
0.15, 5, 10 , 29
0.15, 5, 11 , 29
0.15, 5, 12 , 29
0.15, 5, 13 , 29
0.15, 5, 14 , 29
0.15, 5, 15 , 29
0.15, 5, 16 , 29
0.15, 5, 17 , 29
0.15, 6, 7 , 32
0.15, 6, 8 , 32
0.15, 6, 9 , 32
0.15, 6, 10 , 32
0.15, 6, 11 , 32
0.15, 6, 12 , 32
0.15, 6, 13 , 32
0.15, 6, 14 , 32
0.15, 6, 15 , 32
0.15, 6, 16 , 32
0.15, 6, 17 , 32
0.15, 7, 8 , 35
0.15, 7, 9 , 35
0.15, 7, 10 , 35
0.15, 7, 11 , 35
0.15, 7, 12 , 35
0.15, 7, 13 , 35
0.15, 7, 14 , 35
0.15, 7, 15 , 35
0.15, 7, 16 , 35
0.15, 7, 17 , 35
0.15, 8, 9 , 40
0.15, 8, 10 , 41
0.15, 8, 11 , 41
0.15, 8, 12 , 41
0.15, 8, 13 , 41
0.15, 8, 14 , 41
0.15, 8, 15 , 41
0.15, 8, 16 , 41
0.15, 8, 17 , 41
0.15, 9, 10 , 44
0.15, 9, 11 , 44
0.15, 9, 12 , 44
0.15, 9, 13 , 44
0.15, 9, 14 , 44
0.15, 9, 15 , 44
0.15, 9, 16 , 44
0.15, 9, 17 , 44
0.15, 10, 11 , 46
0.15, 10, 12 , 46
0.15, 10, 13 , 46
0.15, 10, 14 , 46
0.15, 10, 15 , 46
0.15, 10, 16 , 46
0.15, 10, 17 , 46
0.15, 11, 12 , 50
0.15, 11, 13 , 50
0.15, 11, 14 , 50
0.15, 11, 15 , 50
0.15, 11, 16 , 50
0.15, 11, 17 , 50
0.15, 12, 13 , 55
0.15, 12, 14 , 55
0.15, 12, 15 , 56
0.15, 12, 16 , 56
0.15, 12, 17 , 56
0.15, 13, 14 , 61
0.15, 13, 15 , 60
0.15, 13, 16 , 58
0.15, 13, 17 , 58
0.15, 14, 15 , 61
0.15, 14, 16 , 60
0.15, 14, 17 , 61
0.15, 15, 16 , 64
0.15, 15, 17 , 64
0.15, 16, 17 , 70
0.2, 1, 2 , 9
0.2, 1, 3 , 8
0.2, 1, 4 , 8
0.2, 1, 5 , 8
0.2, 1, 6 , 8
0.2, 1, 7 , 8
0.2, 1, 8 , 8
0.2, 1, 9 , 8
0.2, 1, 10 , 8
0.2, 1, 11 , 8
0.2, 1, 12 , 8
0.2, 1, 13 , 8
0.2, 1, 14 , 8
0.2, 1, 15 , 8
0.2, 1, 16 , 8
0.2, 1, 17 , 8
0.2, 2, 3 , 9
0.2, 2, 4 , 9
0.2, 2, 5 , 9
0.2, 2, 6 , 9
0.2, 2, 7 , 9
0.2, 2, 8 , 9
0.2, 2, 9 , 9
0.2, 2, 10 , 9
0.2, 2, 11 , 9
0.2, 2, 12 , 9
0.2, 2, 13 , 9
0.2, 2, 14 , 9
0.2, 2, 15 , 9
0.2, 2, 16 , 9
0.2, 2, 17 , 9
0.2, 3, 4 , 16
0.2, 3, 5 , 15
0.2, 3, 6 , 15
0.2, 3, 7 , 15
0.2, 3, 8 , 15
0.2, 3, 9 , 15
0.2, 3, 10 , 15
0.2, 3, 11 , 15
0.2, 3, 12 , 15
0.2, 3, 13 , 15
0.2, 3, 14 , 15
0.2, 3, 15 , 15
0.2, 3, 16 , 15
0.2, 3, 17 , 15
0.2, 4, 5 , 18
0.2, 4, 6 , 18
0.2, 4, 7 , 18
0.2, 4, 8 , 18
0.2, 4, 9 , 18
0.2, 4, 10 , 18
0.2, 4, 11 , 18
0.2, 4, 12 , 18
0.2, 4, 13 , 18
0.2, 4, 14 , 18
0.2, 4, 15 , 18
0.2, 4, 16 , 18
0.2, 4, 17 , 18
0.2, 5, 6 , 29
0.2, 5, 7 , 29
0.2, 5, 8 , 29
0.2, 5, 9 , 29
0.2, 5, 10 , 29
0.2, 5, 11 , 29
0.2, 5, 12 , 29
0.2, 5, 13 , 29
0.2, 5, 14 , 29
0.2, 5, 15 , 29
0.2, 5, 16 , 29
0.2, 5, 17 , 29
0.2, 6, 7 , 33
0.2, 6, 8 , 33
0.2, 6, 9 , 33
0.2, 6, 10 , 33
0.2, 6, 11 , 33
0.2, 6, 12 , 33
0.2, 6, 13 , 33
0.2, 6, 14 , 33
0.2, 6, 15 , 33
0.2, 6, 16 , 33
0.2, 6, 17 , 33
0.2, 7, 8 , 37
0.2, 7, 9 , 37
0.2, 7, 10 , 37
0.2, 7, 11 , 37
0.2, 7, 12 , 37
0.2, 7, 13 , 37
0.2, 7, 14 , 37
0.2, 7, 15 , 37
0.2, 7, 16 , 37
0.2, 7, 17 , 37
0.2, 8, 9 , 41
0.2, 8, 10 , 41
0.2, 8, 11 , 41
0.2, 8, 12 , 41
0.2, 8, 13 , 41
0.2, 8, 14 , 41
0.2, 8, 15 , 41
0.2, 8, 16 , 41
0.2, 8, 17 , 41
0.2, 9, 10 , 46
0.2, 9, 11 , 44
0.2, 9, 12 , 44
0.2, 9, 13 , 44
0.2, 9, 14 , 44
0.2, 9, 15 , 44
0.2, 9, 16 , 44
0.2, 9, 17 , 44
0.2, 10, 11 , 46
0.2, 10, 12 , 47
0.2, 10, 13 , 47
0.2, 10, 14 , 47
0.2, 10, 15 , 47
0.2, 10, 16 , 47
0.2, 10, 17 , 47
0.2, 11, 12 , 50
0.2, 11, 13 , 50
0.2, 11, 14 , 50
0.2, 11, 15 , 50
0.2, 11, 16 , 50
0.2, 11, 17 , 50
0.2, 12, 13 , 56
0.2, 12, 14 , 56
0.2, 12, 15 , 56
0.2, 12, 16 , 56
0.2, 12, 17 , 56
0.2, 13, 14 , 61
0.2, 13, 15 , 60
0.2, 13, 16 , 60
0.2, 13, 17 , 60
0.2, 14, 15 , 61
0.2, 14, 16 , 61
